Lower Super Output Area,Names,Age 16-29,No cars or vans (%),Public Transport Accessibility Levels,Non-English speaking(%),Income estimate,One person household(%),Private rented (%),No usual residents (%),High qualification Level (%)
E01000559,Brent 018E,421,55.2,4,20.5,46523,36,42.8,1.5,48.5
E01000610,Brent 019A,375,36.9,3.2,34.1,36098,25.6,31.1,1.7,30.9
E01000612,Brent 019B,423,35.5,4.6,33.4,34695,21.7,27.3,1.7,30.7
E01000631,Brent 019C,472,32.8,3.7,37,36973,14.9,29.7,1.1,31.4
E01000633,Brent 019D,526,47.8,5.7,41.3,32644,16.8,39.7,3,30.6
E01000634,Brent 019E,560,41.2,4.5,36.9,32571,17.7,37.5,1.8,28.4
E01000616,Brent 020A,469,44.5,4.7,36.9,34567,24.9,42.7,2.5,32.7
E01000620,Brent 020B,419,34.2,3.1,32.8,34737,18,27.8,1.6,27.1
E01000621,Brent 020C,457,34.8,3.9,34.4,34192,17.1,34.6,1.9,25.8
E01000635,Brent 020D,668,55.4,6.2,38.2,31399,22.5,39.4,8,30.8
E01000636,Brent 020E,481,36.1,4.6,36.1,32680,17,31.7,6,25.6
E01000596,Brent 021A,366,59.1,2.5,25.8,24989,33.3,15.2,2.1,15.7
E01000601,Brent 021B,327,43.4,3,26.2,28128,22,18,1.6,19.4
E01000602,Brent 021C,338,44.5,3,22.9,27583,27.9,8.6,0.8,17.4
E01000603,Brent 021D,318,50.3,3,32.1,28529,28.1,33.7,2.7,25.6
E01000604,Brent 021E,444,42.7,3.1,22.6,25990,22.3,7.5,0.2,18.6
E01000605,Brent 021F,365,50.6,2.9,20.6,25441,23.7,5.8,0.5,17.6
E01000488,Brent 022A,380,45.4,3.6,26.6,43243,23.5,35.8,2.9,37.8
E01000637,Brent 022B,481,56.8,4.2,25.5,33393,31.4,39.5,3.2,34.1
E01000639,Brent 022C,569,60.5,4.1,26.5,38831,31.8,55.9,2.5,44
E01000642,Brent 022D,669,64.8,4.5,32.3,35513,37.4,53.6,3.4,43.1
E01000644,Brent 022E,481,52.6,4.5,19.8,35058,28.6,34.9,1.2,36
E01000490,Brent 023A,450,58.8,5,18.8,48244,40.2,50.2,5.2,55.9
E01000494,Brent 023B,501,48.2,3.6,17.8,48663,38.8,37.6,4,49.2
E01000495,Brent 023C,413,60.5,4.5,18,39404,53.5,32.1,3,46.5
E01000560,Brent 023D,509,48.4,4,16.9,55894,35.5,45.9,2,57.5
E01000561,Brent 023E,484,58.6,5.1,21,40859,38.9,33.4,3.3,47.3
E01000638,Brent 024A,454,66.3,5.3,40.8,29036,30.6,51.2,2.2,24.6
E01000640,Brent 024B,523,64.7,5.7,41.4,29310,31.2,55.9,1.7,28
E01000641,Brent 024C,520,56.8,5,31.5,30989,28.4,41.3,3,29.6
E01000643,Brent 024D,442,50.8,3.7,20,30270,36.4,13.9,1.6,26.6
E01000508,Brent 025A,411,53.1,3,29.3,27276,31.7,30.9,2.7,19.1
E01000521,Brent 025B,417,63.8,4.6,36.7,25695,38.8,42.7,3.8,20.2
E01000522,Brent 025C,381,49.3,1.6,22.8,30440,25.9,21.8,0.7,21.5
E01000526,Brent 025D,536,57.4,2.5,19.8,27423,32,13.8,1.3,17.9
E01000527,Brent 025E,429,60.4,2.5,30.3,28050,32.5,35.1,2,22.1
E01000528,Brent 025F,336,60.7,2.7,21.5,27562,40.7,9.2,1.3,21.3
E01000471,Brent 026A,366,26.4,1.4,33,33942,14.1,22,1.5,21.9
E01000474,Brent 026B,494,34.1,2.8,34.3,31827,13,17.4,0.4,23
E01000476,Brent 026C,393,28.8,2.2,30.3,34017,12.3,18.9,1.7,22.9
E01000477,Brent 026D,405,38.3,1.8,41.8,30231,26.1,36.9,3,22.7
E01000630,Brent 026E,601,49.7,5.5,37.2,30213,28.5,25,1.3,29.6
E01000595,Brent 027A,338,55.2,3.1,27.1,26593,30.4,21.5,2.2,20.1
E01000599,Brent 027D,300,51.3,4.6,16.6,31082,29.9,8.4,1.6,26.8
E01000600,Brent 027E,452,51,4.3,24,29673,36.5,21.5,2.1,24.3
E01033456,Brent 027F,499,53.3,2.5,20.5,26873,31,8.5,4.4,20.1
E01000545,Brent 028A,555,64.1,5.4,22.2,41887,39.5,48.2,3.5,49.1
E01000546,Brent 028B,433,57.4,4.4,20.5,46401,37.7,45.6,3.6,50.6
E01000547,Brent 028C,444,59,4.7,16.8,43948,35.3,33.1,2.7,44.9
E01000548,Brent 028D,616,68,6.2,21.6,35518,43.6,43.2,4.2,44.1
E01000549,Brent 028E,390,51.5,4.9,10.9,56874,34.5,35.8,2.3,56.7
E01000472,Brent 029A,371,45.9,4.3,43.4,34875,28.5,52.3,1.7,39.1
E01000473,Brent 029B,526,46.2,4.1,42.3,31900,18.8,33.1,30.3,27.2
E01000475,Brent 029C,524,32,3.7,39.8,33392,17.1,28.5,0.7,29.5
E01000478,Brent 029D,389,30.2,3.6,39.4,33462,14.3,22.8,2.6,25
E01000632,Brent 029E,523,34.9,4,37.4,34509,13.3,31.4,2.5,26
E01000489,Brent 030A,383,41.5,3.5,13.8,51729,30.4,23.1,2.9,42.3
E01000491,Brent 030B,374,40.7,3,20.7,51517,36.8,28.9,3.6,42.3
E01000492,Brent 030C,275,28.1,3.5,16.3,58310,24.8,20.1,2.7,41.1
E01000493,Brent 030D,334,33,3.6,14.9,56941,22.3,19.2,2.4,42.8
E01000581,Brent 030E,303,43.4,4.4,11.4,62306,27.2,33.2,4.3,49.9
E01000523,Brent 031A,558,61.7,4.3,28.7,29899,31.5,38.4,2.1,21.9
E01000524,Brent 031B,566,66.5,5.9,34.7,26867,37.8,41.1,2.1,23.8
E01000525,Brent 031C,402,60.4,5.8,28.7,29247,35.2,31.5,1.4,22.6
E01000533,Brent 031E,473,61.7,4,33.1,30354,37.3,36.3,2.4,24.5
E01000535,Brent 031F,536,44.6,3.9,26.5,35396,29.3,40.4,1.9,34
E01033455,Brent 031G,269,63.7,5.7,40.9,28558,40.5,53.1,2,23.9
E01033485,Brent 031H,479,63.1,6.1,30.7,28520,36.5,38.4,1.5,24.1
E01000579,Brent 032A,404,49.8,5.4,14.2,44486,29.9,29.3,1.9,42.3
E01000580,Brent 032B,346,37.5,3.9,11.4,58338,32.8,25.5,2.6,53.2
E01000582,Brent 032C,351,38.5,4.8,12.5,67776,27.5,30.7,3.6,55
E01000583,Brent 032D,571,51.7,5.3,16.4,52888,35.9,39.9,2.1,52.4
E01000586,Brent 032E,677,60.7,5.8,24.1,38045,34.6,48.6,2.9,46.5
E01000530,Brent 033A,368,31,3,16.3,49509,25.9,24.9,2.2,42.1
E01000531,Brent 033B,508,59.3,3.9,25.3,35742,35.6,38.4,1.7,38.1
E01000532,Brent 033C,351,56.5,4.1,13.5,42218,41.5,20.9,1.5,43.4
E01000534,Brent 033D,378,33.9,2.7,16.9,45543,28.7,26.9,2.5,38.5
E01000584,Brent 033E,374,39.3,4.9,18.7,52269,24.1,25.4,2.4,40.3
E01000585,Brent 033F,356,46.7,5.4,19.8,50109,27.9,28.6,1.8,44.1
E01000544,Brent 034A,429,65.5,5.2,27.4,28760,39.8,17.3,1.2,31.4
E01000550,Brent 034B,454,61.9,6.7,20.8,33480,40.1,19.8,1.5,35.3
E01000551,Brent 034C,410,67.4,5.7,26.9,26833,41.9,8.7,0.7,24.1
E01000552,Brent 034D,341,68.1,6.1,33.5,26213,44,6.2,0.8,19.9
E01000779,Bromley 001A,212,20,2.3,5.1,46584,34.3,13.8,8.9,33.6
E01000780,Bromley 001B,269,34.6,2.5,5.7,38128,29.9,10.2,5.3,23.4
E01000781,Bromley 001C,257,40.2,2.9,3.7,32317,30.9,8.5,3.9,16
E01000782,Bromley 001D,282,45.1,2.8,5.3,29738,40.5,13.4,5.8,15.4
E01000783,Bromley 001E,283,31.9,2.9,3.7,31373,30,10.5,3.5,15.8
E01000785,Bromley 001F,239,31.2,1.9,5.3,34382,35.5,5.9,5,19.4
E01000689,Bromley 002A,230,27,1.1,3.8,42445,37.9,14.9,3.9,26.3
E01000690,Bromley 002B,198,11,2.5,1.5,58986,21.9,5.8,1.7,35.6
E01000691,Bromley 002C,211,24.1,2.5,2.3,43748,33.8,10.3,2.7,27.9
E01000692,Bromley 002D,252,17.9,2.6,1.8,52407,27.9,18.1,4.5,36.6
E01000784,Bromley 002E,235,12,2.3,3.3,50335,22.3,11.5,3.6,30.9
E01000799,Bromley 004A,338,40.2,4.8,8.1,42473,35.3,24.9,4,37.4
E01000802,Bromley 004B,274,41.1,4.2,7.3,42633,36.9,19.9,3.2,43.2
E01000803,Bromley 004C,278,45.9,3.9,7.7,44607,37.4,22.1,3.2,44.1
E01000804,Bromley 004D,203,15.3,2.7,4.6,60749,23.4,10.4,3.7,45.7
E01000805,Bromley 004E,216,39.3,4.2,5.3,41558,39.1,20.2,5.4,38.9
E01000740,Bromley 005A,383,55.7,5.1,16.4,36881,48.7,42.9,3.4,36.6
E01000741,Bromley 005B,300,57,5.4,9.7,37184,50.7,26.8,3.2,42.2
E01000742,Bromley 005C,418,50,4.3,9.4,38118,48.4,34.1,3.1,44
E01000745,Bromley 005D,338,47.7,3.7,7.5,41584,43,29.6,2.4,44.3
E01000746,Bromley 005E,299,47.4,5.9,8.5,44185,44.7,33.4,1.7,46.9
E01000709,Bromley 006A,192,40.5,4.7,5.8,45755,58.8,23.5,3.6,42.3
E01000710,Bromley 006B,287,27,3.5,5.9,55330,45.4,27.7,3.9,48.3
E01000711,Bromley 006C,335,31.4,3.7,4.9,54136,52.5,33.7,2.1,46.7
E01000714,Bromley 006D,402,33.1,4.8,5.5,50726,47.4,41,6.2,45.9
E01000718,Bromley 006E,416,35.3,2.4,6.5,38749,39.8,18.4,1.9,34.3
E01000645,Bromley 007A,171,4.1,1.9,2.6,83325,18.7,5.2,2,48.5
E01000649,Bromley 007B,273,10.2,2.8,3.1,70683,27.4,11.4,4.3,45.9
E01000694,Bromley 007C,156,10.6,2.2,1.7,75795,21.7,4.6,4.7,42.8
E01000695,Bromley 007D,180,13.8,1.6,2.3,68478,25.1,9.9,4.4,40.7
E01000696,Bromley 007E,174,9.7,2.4,2.5,77787,30.8,11.8,7.4,46.5
E01000697,Bromley 007F,219,13.2,2.2,3.3,69933,37.6,20.3,8.7,51.2
E01000674,Bromley 008A,282,33.2,3.1,6.2,46833,47,20,2.6,39.4
E01000676,Bromley 008B,412,45.5,5.8,8.4,42146,42.4,32,9.4,41.3
E01000820,Bromley 008C,190,28.1,2.8,4.2,48962,40.7,18.8,4.9,39.7
E01000822,Bromley 008D,286,30.8,2.9,5.5,46493,36.7,20.9,4,37
E01000823,Bromley 008E,267,19.5,3.7,4.7,55790,34.4,24,5.6,46.1
E01000824,Bromley 008F,231,30,4.3,6,46708,32.3,22.2,5.7,39.6
E01000825,Bromley 008G,260,35.9,3.5,5.1,45457,44.6,26.9,5.9,37.3
E01000743,Bromley 009A,351,56.5,4.2,9,31573,44.9,24.4,3.1,29.4
E01000744,Bromley 009B,299,54.8,3.3,8.9,29225,43.4,11.1,3.3,18.7
E01000796,Bromley 009C,366,54.2,4,12.5,30652,28.8,7.8,2,21.9
E01000798,Bromley 009D,346,55.7,4.4,9.4,27254,45.3,19.5,3.3,21.8
E01000800,Bromley 009E,344,46.2,4,9,35081,45.6,27.9,2.5,35
E01000806,Bromley 009F,384,56.2,4.9,12.9,33727,39.2,33.3,4.2,32.4
E01000693,Bromley 010A,248,16.1,2.3,2.1,61731,34.9,10.7,7.8,33.2
E01000698,Bromley 010B,178,4.6,1.7,2.1,70309,16.2,1.8,3.3,35.6
E01000736,Bromley 010C,267,25.4,2,2.8,37401,29,3.6,3.9,18.5
E01000737,Bromley 010D,222,27.4,1.8,3.3,35901,35,6.7,4.3,19.6
E01000672,Bromley 011A,221,17.8,1.9,4.9,58589,32,17.2,4.3,40
E01000673,Bromley 011B,220,15.9,2.9,3.7,56748,27.6,12.4,2.2,40.6
E01000716,Bromley 011C,223,21.2,2.2,4.4,63841,39.9,18.2,2.8,43.8
E01000717,Bromley 011D,311,24,3.5,4.4,52458,48,28.2,2.3,44.5
E01000828,Bromley 011E,199,24,3.2,3.4,56317,39.8,15,3.6,40.4
E01000712,Bromley 012A,284,22,3.6,6.3,60688,42.9,29.1,4.9,48
E01000713,Bromley 012B,284,19.7,2.5,5.8,58984,43.3,26.7,1.8,47.7
E01000715,Bromley 012C,227,25.1,3.3,4.5,57969,46.1,21.8,5.8,46.7
E01000770,Bromley 012D,182,22.4,3.1,4.5,68788,39.8,19.2,3.9,46.9
E01000772,Bromley 012E,166,21.3,2.4,2.9,63538,39.9,13.4,2.9,43.4
E01000700,Bromley 013A,245,27.8,4,3.6,45547,31.2,12,1.8,40.2
E01000702,Bromley 013B,217,22.7,5,3.8,50603,31.6,18.7,2.1,37.6
E01000703,Bromley 013C,270,26.5,4.4,4.8,56904,34.1,26.8,6.2,47.5
E01000706,Bromley 013D,206,28.1,3.9,3.4,42746,37.9,13.4,3.9,30.7
E01000797,Bromley 013E,217,24.4,4.3,2.8,58187,33.7,13.4,2.9,48.2
E01000729,Bromley 014A,379,42.6,2.1,4.1,28020,43.8,5.1,2,13.4
E01000730,Bromley 014B,386,36.1,3.6,3.7,30089,26.3,6.9,2,14.5
E01000735,Bromley 014C,266,26.9,2.3,4.4,34338,28.8,6.8,1.4,15.5
E01000738,Bromley 014D,222,20.9,2.1,3,39137,28.8,8.5,2.6,19.3
E01000739,Bromley 014E,254,39.1,2.6,4.7,30844,36.4,5,1.1,14.4
E01000699,Bromley 015A,306,44.1,4.1,8.5,39606,39.2,26.4,7,35.6
E01000701,Bromley 015B,207,26,3.9,4.3,47909,35.7,17.4,2.8,35.5
E01000704,Bromley 015C,209,23.3,3.8,3,44247,32.4,13.3,6.6,30.6
E01000705,Bromley 015D,222,38.1,3.4,5.7,43830,36.5,18.4,5.5,35.5
E01000801,Bromley 015E,249,35.4,4.2,6.2,40133,40.5,18,4.6,30.2
E01000646,Bromley 016A,280,26.2,2.3,4.8,55416,37.8,25.7,6.3,41.7
E01000647,Bromley 016B,218,16.9,1.8,2.8,52321,22.4,14,2.3,35.8
E01000648,Bromley 016C,236,13.6,2.9,4.3,58255,23.1,14.6,4.4,38.7
E01000653,Bromley 016D,186,13.2,2,3.3,68002,27,6.9,1.9,39.8
E01000678,Bromley 016E,282,18.9,3.1,2.9,55949,26.1,17.3,3.1,39.2
E01000670,Bromley 018A,330,27,5.9,6.8,65476,34.8,28.2,6,49.7
E01000675,Bromley 018B,319,28.1,5.3,7.2,56590,31.6,31.7,8.1,44.7
E01000677,Bromley 018C,292,27.1,3.4,7.1,50107,32.9,28.6,3.4,44.9
E01000762,Bromley 018D,259,16.6,2.2,3.1,54008,36.5,16,3.5,39.5
E01000829,Bromley 018E,253,23.4,4.9,6.4,56742,30.9,21.5,2.3,41.9
E01000719,Bromley 019A,362,29.1,2.1,3.5,35193,34.5,12.8,3.1,20.5
E01000720,Bromley 019B,290,29.5,0.9,7,32049,31.4,13.5,2.9,19.9
E01000721,Bromley 019C,242,41.8,1.2,3.4,29016,31.5,6.3,1.3,14
E01000724,Bromley 019D,352,40.5,1.6,4.3,30899,27.7,4.7,2.2,16.8
E01000728,Bromley 019E,211,24.8,1,3.3,37820,32.7,11.3,3.5,18.1
E01000651,Bromley 020A,207,18.1,3,2.7,59920,35,10,1.6,37.1
E01000668,Bromley 020B,239,21.1,2.8,3,46510,31.5,20.4,4.8,34.8
E01000669,Bromley 020C,230,23,3,1.5,46188,33.9,15.9,2.4,34
E01000671,Bromley 020D,293,30.9,3.7,6.6,45515,38.4,20.3,8.7,35.2
E01000679,Bromley 020E,244,18.7,2.4,3.3,50400,25.1,14,3.8,32.9
E01000826,Bromley 021A,235,5.9,1.3,2.7,79998,15.8,3.7,1.4,43.6
E01000827,Bromley 021B,239,22.4,2.5,5.7,55854,37.1,18,3.5,41.1
E01000830,Bromley 021C,207,4.2,1.6,2.9,77893,14,2.4,2.3,46.9
E01000831,Bromley 021D,213,25,2.6,4.1,60689,42.3,15,2.8,46.4
E01000833,Bromley 021E,186,5.2,1.7,1.6,71076,14.9,3.6,1.4,35.1
E01000650,Bromley 022A,242,16.5,2.5,3.5,69982,27.1,7.2,2.5,44.8
E01000652,Bromley 022B,217,12.3,2,2.6,58311,24,5.5,3.7,33.4
E01000807,Bromley 022C,218,15.1,3.2,3.4,64167,19.3,15,3.9,37.6
E01000809,Bromley 022D,190,13.4,3,1.3,58631,27.2,4.1,1.3,30.5
E01000722,Bromley 023A,232,24,3.6,3,38268,29.5,15.8,4.1,18.6
E01000725,Bromley 023B,292,35.4,3.4,3.5,36486,40.5,15.7,2.6,21.5
E01000731,Bromley 023C,235,23.9,1.9,1.9,36195,23.9,5.5,0.7,17.7
E01000732,Bromley 023D,203,17,1.9,2.9,44953,25,4.3,1.2,26.9
E01000733,Bromley 023E,252,22.7,2.8,3.1,39293,27.2,5.5,1.2,19.3
E01000769,Bromley 024A,289,15.9,2.7,1.1,54777,18.9,4.4,0.7,29.6
E01000773,Bromley 024B,184,19.5,2.1,2.6,54746,26.9,6.6,2.6,33.9
E01000775,Bromley 024C,293,13,2.1,2.9,66337,23.9,12.1,4.1,34.2
E01000777,Bromley 024D,233,12.7,2.9,3,54106,17.9,9.6,0.9,29.2
E01000778,Bromley 024E,248,21.2,2.1,3.1,43988,27.5,5.7,1.7,24.9
E01000808,Bromley 025A,171,12.5,1.6,2.9,65380,20.2,4,1.3,36.6
E01000810,Bromley 025B,160,9.5,2.6,2.3,71805,18.7,4.3,1.3,39.7
E01000811,Bromley 025C,195,19.4,3.9,3.5,56247,28.5,14.7,3.2,31.6
E01000813,Bromley 025D,195,15.9,3,2.2,56256,22.3,4.2,1.2,30.1
E01000815,Bromley 025E,192,6,2.4,0.9,77147,14.1,2.3,1.7,39.5
E01000661,Bromley 026A,308,39.8,2.9,4.9,32535,30,7.3,14.8,18.2
E01000662,Bromley 026B,305,23.8,2.1,4.7,42067,27.2,5.7,1.9,24.4
E01000663,Bromley 026C,207,23.8,1.7,4.1,41003,29.8,3.9,2.2,24.2
E01000664,Bromley 026D,281,19,1.6,2.8,41163,24.7,4.6,3.8,22.7
E01000763,Bromley 027A,205,8.8,2.3,0.6,59988,18.2,3.4,1.7,27.9
E01000764,Bromley 027B,257,16.1,2,2.1,46654,26.7,3.5,2.6,27.2
E01000766,Bromley 027C,210,9.6,2.9,1.2,65661,20.3,1.7,1.4,31.7
E01000767,Bromley 027D,212,13.2,3.4,0.8,62586,18.1,4.2,2.1,34.6
E01000834,Bromley 027E,202,8.9,1.9,1.1,63930,14.8,4.8,0.4,28.7
E01000727,Bromley 028A,226,24,3.7,2.6,43908,33,11.2,3.5,25.5
E01000734,Bromley 028B,226,15,1.7,2.2,46560,18.7,10.1,3.2,27.5
E01000790,Bromley 028C,428,28.9,6.1,5,48001,34.1,25.8,3.9,37.3
E01000812,Bromley 028D,224,21.7,2.5,2,53932,31.8,10.4,3.4,35.7
E01000814,Bromley 028E,230,7.8,3.2,2,77597,15.1,3.2,1.6,42
E01000723,Bromley 029A,146,15.5,1.5,1.4,41830,27.3,4.3,1.4,16.9
E01000726,Bromley 029B,182,20.5,2,1.9,44579,34.6,12.2,1,22.4
E01000787,Bromley 029C,221,28,2.3,1.3,38877,39.7,7.8,3.2,19
E01000788,Bromley 029D,253,21.4,3.3,4.2,42204,27,7.3,2.2,25.4
E01000791,Bromley 029E,186,20.9,2.1,2.4,44906,28.8,4.7,2.8,20.9
E01000832,Bromley 030A,209,16.4,2.6,2.1,59054,26.6,6.8,4.7,34.7
E01000835,Bromley 030B,274,22.7,2.9,3.9,54013,29.6,21.8,4.4,29.2
E01000836,Bromley 030C,213,8.2,2.1,1.2,62576,16.6,4,0.6,36
E01000837,Bromley 030D,200,23.2,2.6,2.3,50522,34.6,9.7,3.6,31.7
E01000838,Bromley 030E,204,13.3,2.4,1.1,57761,23,5.1,2.3,29.7
E01000839,Bromley 030F,229,6.2,1.3,1.5,67254,15.6,6.4,1.3,35.5
E01000840,Bromley 030G,188,22.9,1.9,1.2,57299,29.8,1.8,2,31.9
E01000841,Bromley 030H,233,15,2.1,1.8,59878,23.1,6.9,3.2,33
E01000753,Bromley 031A,207,10.3,2.2,1.3,63702,25.6,6.4,2.3,34.6
E01000754,Bromley 031B,229,19.8,3,2.6,49648,35.1,11.2,3.9,29.9
E01000755,Bromley 031C,195,14.5,3.1,2.3,59541,28.3,6.2,3,33.8
E01000757,Bromley 031D,173,8.3,2.3,1.5,66284,20,2.3,1.6,34.7
E01000758,Bromley 031E,210,16.6,4.4,1.7,62782,23.2,4.4,1.3,35.8
E01000786,Bromley 032A,168,11.6,1.8,1.3,51582,25.5,3.2,1.4,28.6
E01000789,Bromley 032B,381,46.7,2.7,6.4,28786,25.6,6.2,1.6,15.2
E01000792,Bromley 032C,177,18,2.1,3.9,42782,27.7,6.4,3.4,24.8
E01000793,Bromley 032D,209,11.5,2.4,0.5,62179,21,3.6,0.8,35.4
E01000795,Bromley 032E,197,18.8,1.8,4.2,45040,22.7,4.1,1.1,24.6
E01000665,Bromley 033A,286,15.6,2.9,2.5,45999,27.1,12.3,2.2,27.2
E01000666,Bromley 033B,227,9.1,1.5,1,67885,25.9,9.4,3,35.1
E01000667,Bromley 033C,193,6.1,2.6,0.8,71763,19.9,3.2,5.6,31.7
E01000756,Bromley 033D,217,8.9,2.5,1.9,69450,22.2,6.1,9.2,32.1
E01000759,Bromley 034A,221,7.7,1,0.4,58788,17.1,4.7,0.7,29.7
E01000760,Bromley 034B,221,18.2,2.1,1.1,51255,25.5,11.5,4.7,27
E01000761,Bromley 034C,214,8.3,1.3,1.4,54366,19.1,4.2,1.4,27
E01000765,Bromley 034D,281,15.2,2.7,0.7,57452,27.7,13.8,2.6,33.1
E01000768,Bromley 034E,260,20.7,3.4,2,59253,26.1,11.7,3,38.8
E01000681,Bromley 035A,233,14.1,2.5,2.6,57590,22.6,3.7,1.8,31.1
E01000682,Bromley 035B,200,16.4,2.3,1.6,54067,30.4,5.6,2.1,31.2
E01000683,Bromley 035C,251,17.7,1.6,3.5,47721,36.2,11.3,2.5,33.3
E01000684,Bromley 035D,254,7.1,1.9,3.4,64694,18.2,6.9,0.9,36.5
E01000794,Bromley 035E,189,10,2.4,1.5,58861,19.6,3.3,1.5,33
E01000749,Bromley 036A,185,9.5,1.4,0.8,51113,21.8,5.6,2.4,28
E01000750,Bromley 036B,256,28,1.2,2.4,37234,36.1,3.2,0.9,19
E01000751,Bromley 036C,269,19.2,2.3,5.6,53056,29.2,9.9,3.6,31.7
E01000752,Bromley 036D,159,20.8,1.6,1.3,46797,38.7,8.6,3.1,26.9
E01000680,Bromley 037A,192,4.3,1,0.9,64654,20.7,8.5,2.7,35.9
E01000685,Bromley 037B,224,18,2.7,1,45758,26.2,7.9,1,27.7
E01000686,Bromley 037C,209,17,2.5,1.7,55345,30.1,5.2,0.9,32
E01000687,Bromley 037D,226,11,2.2,1.1,56160,23.9,9.5,2.8,31.8
E01000688,Bromley 037E,177,8.9,1.9,1.8,68108,15.9,4.6,3.3,38.8
E01000654,Bromley 039A,185,6.2,1.6,0.2,46197,18.3,5.3,2.6,21.8
E01000655,Bromley 039B,219,6.7,1.2,1,46072,18.4,5.9,1.8,21.5
E01000656,Bromley 039C,214,6.2,1.9,0.4,52032,17.4,3.1,2.1,25
E01000657,Bromley 039D,287,12.8,2.5,1.5,43155,28.3,8.5,1.9,22.3
E01000659,Bromley 039E,260,5.2,1.7,1,47089,17.1,4.4,1.5,20.7
E01000816,Bromley 040A,220,15.9,2.9,6.8,44131,23.6,7.8,6,28.3
E01000818,Bromley 040B,206,11.6,1.6,3.9,51430,20.4,4.9,3.1,30.6
E01000819,Bromley 040C,303,39.1,2.8,5,36414,35.1,10.7,4.9,25
E01032562,Bromley 040D,278,41.1,2.8,5.6,31248,31.6,7.5,4.2,20.4
E01032563,Bromley 040E,181,14.1,2.3,3.7,59632,27.3,8.3,5.8,35.6
E01000707,Bromley 041A,139,13.8,3,2.2,67401,21.5,9,1.3,50.4
E01000708,Bromley 041B,226,22.8,3.3,4,50995,30.9,12.9,2.1,34.4
E01000771,Bromley 041C,226,14.2,3.2,1.6,62022,20.3,7.6,3.4,40.4
E01000774,Bromley 041D,205,16,3.1,5.3,53261,24.3,10.7,2.8,29.8
E01032568,Bromley 041E,259,34.9,3.7,3.2,37682,35.4,12.4,2.3,24.1
E01000658,Bromley 042A,175,9.5,1.7,0.2,46773,21.5,4,2.5,22.8
E01000747,Bromley 042B,264,10,1.6,0.5,50938,25.4,15.3,5.3,27.1
E01000748,Bromley 042C,195,6.6,0.9,0.1,54706,26,6.1,4,25.6
E01032570,Bromley 042D,238,15.1,1.9,0.4,46540,29.1,7.6,7.5,25.9
E01001137,Croydon 001A,313,39.5,2.9,10.1,41029,44.3,25.6,3.1,45.1
E01001138,Croydon 001B,255,39.5,3.3,6.6,46023,41.2,24,1.4,50
E01001156,Croydon 001C,295,39.7,2.9,8.9,36545,39.9,16.8,3.2,36.6
E01001162,Croydon 001D,314,42.2,3.3,9.1,35831,34.2,20.1,1.4,35.2
E01001164,Croydon 001E,371,50.1,4.6,10.8,41522,42,39.5,2,48.7
E01001084,Croydon 002A,295,20.9,2.4,10.2,53982,23,15.2,2.8,41.8
E01001157,Croydon 002B,326,25.5,2.3,11.1,43054,23.1,14.5,2.7,33
E01001159,Croydon 002C,319,25.8,2.9,10.8,42438,29.8,22.9,2.6,36.9
E01001160,Croydon 002D,449,17.9,2.1,14.7,44449,19.5,15.3,1.7,31.9
E01001163,Croydon 002E,329,28.7,3.1,10.7,41289,30.7,20.4,2.7,37.9
E01001083,Croydon 003A,300,14,2.7,9.9,48001,18.7,10.6,1.3,36.5
E01001086,Croydon 003B,355,24.2,2.7,11.6,41220,20.4,16.3,1.6,34.7
E01001087,Croydon 003C,578,46.5,3.8,19.5,35664,33.6,36.9,4,32.7
E01001161,Croydon 003D,465,38,2.3,13.6,29213,18.7,12.7,0.7,20.3
E01001085,Croydon 004A,334,42.3,4.3,20.1,36260,33.3,26,3.6,32.9
E01001088,Croydon 004B,328,28,2.2,13.2,36817,18.4,15.4,1.7,29.3
E01001089,Croydon 004C,399,50.3,3.8,23.4,32149,31.2,28.8,2.5,26.8
E01001090,Croydon 004D,503,43.9,3.7,15.3,33335,29.3,30.7,2.1,34.7
E01001091,Croydon 004E,292,20.6,1.9,14.4,49506,23.1,21.4,3.6,37.6
E01001147,Croydon 005A,299,44.7,3.1,13.7,30265,29.5,25.5,4,25.9
E01001148,Croydon 005B,300,34.2,2.1,6.7,35568,34.9,22.1,1.9,30.2
E01001151,Croydon 005C,300,49,3.9,15.2,30384,40.1,22.4,2.6,21.8
E01001152,Croydon 005D,327,51.2,4.4,17.1,31708,35.9,38.1,3.2,29.5
E01001158,Croydon 005E,281,39.1,2.9,8.6,35822,35.9,25.4,1.7,33.8
E01001146,Croydon 006A,308,32.1,2.4,8.6,35351,25,20.4,1.6,29.8
E01001149,Croydon 006B,265,34.2,1.6,10,37443,28.1,20.8,1.6,34.9
E01001150,Croydon 006C,299,30,2.5,7.3,41343,25.5,19.8,4.6,35.3
E01001153,Croydon 006D,331,38.6,3.6,12.2,35630,27.9,19.8,1.7,27
E01001154,Croydon 006E,391,48.4,4.2,13.9,31850,27.1,28.2,2.1,25
E01001136,Croydon 007A,380,56.2,5.8,14.2,30408,48,48.4,4,29.3
E01001139,Croydon 007B,277,35,3.7,7.2,37224,35,26.4,0.9,35.7
E01001140,Croydon 007C,272,40.1,2.7,8.5,37036,41,25.7,1.4,40.3
E01001142,Croydon 007D,263,31.3,4.1,7.3,43322,28.7,18.2,4.8,37.7
